,gene_id,database,kegg_id
187,SAOUHSC_00231,KEGG_orth,lytT
188,SAOUHSC_00232,KEGG_orth,lrgA
189,SAOUHSC_00233,KEGG_orth,lrgB
190,SAOUHSC_00234,KEGG_orth,yydK
191,SAOUHSC_00235,KEGG_orth,-
192,SAOUHSC_00236,KEGG_orth,bglA
193,SAOUHSC_00237,KEGG_orth,ubiE
194,SAOUHSC_00239,KEGG_orth,rbsK
195,SAOUHSC_00240,KEGG_orth,rbsD
196,SAOUHSC_00241,KEGG_orth,rbsU
197,SAOUHSC_00242,KEGG_orth,rbsR
198,SAOUHSC_00244,KEGG_orth,-
199,SAOUHSC_00246,KEGG_orth,-
200,SAOUHSC_00247,KEGG_orth,pva1
201,SAOUHSC_00248,KEGG_orth,lytM
202,SAOUHSC_00249,KEGG_orth,-
203,SAOUHSC_00250,KEGG_orth,yhiH1
204,SAOUHSC_00251,KEGG_orth,-
205,SAOUHSC_00253,KEGG_orth,-
206,SAOUHSC_00254,KEGG_orth,-
207,SAOUHSC_00255,KEGG_orth,-
208,SAOUHSC_00256,KEGG_orth,-
209,SAOUHSC_00257,KEGG_orth,esxA
210,SAOUHSC_00258,KEGG_orth,esaA
211,SAOUHSC_00259,KEGG_orth,essA
212,SAOUHSC_00260,KEGG_orth,esaB
213,SAOUHSC_00261,KEGG_orth,essB
214,SAOUHSC_00262,KEGG_orth,essC
215,SAOUHSC_00268,KEGG_orth,-
216,SAOUHSC_00269,KEGG_orth,-
217,SAOUHSC_00272,KEGG_orth,-
218,SAOUHSC_00274,KEGG_orth,-
219,SAOUHSC_00275,KEGG_orth,-
220,SAOUHSC_00276,KEGG_orth,-
221,SAOUHSC_00277,KEGG_orth,-
222,SAOUHSC_00278,KEGG_orth,-
223,SAOUHSC_00279,KEGG_orth,-
224,SAOUHSC_00280,KEGG_orth,-
225,SAOUHSC_00281,KEGG_orth,-
226,SAOUHSC_00282,KEGG_orth,brnQ
227,SAOUHSC_00284,KEGG_orth,-
228,SAOUHSC_00285,KEGG_orth,yxeA
229,SAOUHSC_00287,KEGG_orth,lolD
230,SAOUHSC_00290,KEGG_orth,pfoR
231,SAOUHSC_00291,KEGG_orth,psuK
232,SAOUHSC_00292,KEGG_orth,psuG
233,SAOUHSC_00293,KEGG_orth,nupC
234,SAOUHSC_00294,KEGG_orth,-
235,SAOUHSC_00295,KEGG_orth,nanA
236,SAOUHSC_00296,KEGG_orth,nanK
237,SAOUHSC_00297,KEGG_orth,-
238,SAOUHSC_00298,KEGG_orth,nanE
239,SAOUHSC_00299,KEGG_orth,-
240,SAOUHSC_00300,KEGG_orth,-
241,SAOUHSC_00301,KEGG_orth,-
242,SAOUHSC_00302,KEGG_orth,-
243,SAOUHSC_00304,KEGG_orth,-
244,SAOUHSC_00305,KEGG_orth,-
245,SAOUHSC_00306,KEGG_orth,-
246,SAOUHSC_00307,KEGG_orth,-
247,SAOUHSC_00308,KEGG_orth,lplA
248,SAOUHSC_00309,KEGG_orth,-
249,SAOUHSC_00310,KEGG_orth,ulaA
250,SAOUHSC_00311,KEGG_orth,-
251,SAOUHSC_00312,KEGG_orth,-
252,SAOUHSC_00313,KEGG_orth,-
253,SAOUHSC_00314,KEGG_orth,-
254,SAOUHSC_00315,KEGG_orth,mepA
255,SAOUHSC_00316,KEGG_orth,-
256,SAOUHSC_00317,KEGG_orth,glpT
257,SAOUHSC_00318,KEGG_orth,mhqA_1
258,SAOUHSC_00319,KEGG_orth,-
259,SAOUHSC_00320,KEGG_orth,-
260,SAOUHSC_00322,KEGG_orth,-
261,SAOUHSC_00324,KEGG_orth,ydaF
262,SAOUHSC_00325,KEGG_orth,ycdO
263,SAOUHSC_00326,KEGG_orth,ywbN
264,SAOUHSC_00327,KEGG_orth,ywbL
265,SAOUHSC_00328,KEGG_orth,tatC
266,SAOUHSC_00329,KEGG_orth,tatA
267,SAOUHSC_00330,KEGG_orth,-
268,SAOUHSC_00331,KEGG_orth,XK27_07105
269,SAOUHSC_00332,KEGG_orth,-
270,SAOUHSC_00333,KEGG_orth,-
271,SAOUHSC_00334,KEGG_orth,-
272,SAOUHSC_00335,KEGG_orth,ltrA
273,SAOUHSC_00336,KEGG_orth,atoB
274,SAOUHSC_00337,KEGG_orth,XK27_00940
275,SAOUHSC_00338,KEGG_orth,metE
276,SAOUHSC_00339,KEGG_orth,yitJ
277,SAOUHSC_00340,KEGG_orth,metC
278,SAOUHSC_00341,KEGG_orth,metB
279,SAOUHSC_00342,KEGG_orth,spo0J
280,SAOUHSC_00344,KEGG_orth,ykuT
281,SAOUHSC_00345,KEGG_orth,yyzM
282,SAOUHSC_00346,KEGG_orth,ychF
283,SAOUHSC_00347,KEGG_orth,-
284,SAOUHSC_00348,KEGG_orth,rpsF
285,SAOUHSC_00349,KEGG_orth,ssb
286,SAOUHSC_00350,KEGG_orth,rpsR
287,SAOUHSC_00351,KEGG_orth,-
288,SAOUHSC_00352,KEGG_orth,-
289,SAOUHSC_00353,KEGG_orth,-
290,SAOUHSC_00354,KEGG_orth,-
291,SAOUHSC_00355,KEGG_orth,-
292,SAOUHSC_00356,KEGG_orth,-
293,SAOUHSC_00357,KEGG_orth,-
294,SAOUHSC_00358,KEGG_orth,ydaS
295,SAOUHSC_00359,KEGG_orth,-
296,SAOUHSC_00360,KEGG_orth,ydeH
297,SAOUHSC_00362,KEGG_orth,-
298,SAOUHSC_00364,KEGG_orth,ahpF
299,SAOUHSC_00365,KEGG_orth,ahpC
300,SAOUHSC_00366,KEGG_orth,nfrA
301,SAOUHSC_00367,KEGG_orth,tcyP
302,SAOUHSC_00369,KEGG_orth,-
303,SAOUHSC_00370,KEGG_orth,-
304,SAOUHSC_00371,KEGG_orth,-
305,SAOUHSC_00372,KEGG_orth,xpt
306,SAOUHSC_00373,KEGG_orth,pbuX
307,SAOUHSC_00374,KEGG_orth,guaB
308,SAOUHSC_00375,KEGG_orth,guaA
309,SAOUHSC_00376,KEGG_orth,-
310,SAOUHSC_00377,KEGG_orth,-
311,SAOUHSC_00378,KEGG_orth,-
312,SAOUHSC_00381a,KEGG_orth,-
313,SAOUHSC_00381,KEGG_orth,-
314,SAOUHSC_00382,KEGG_orth,-
315,SAOUHSC_00383,KEGG_orth,-
316,SAOUHSC_00384,KEGG_orth,-
317,SAOUHSC_00386,KEGG_orth,-
318,SAOUHSC_00389,KEGG_orth,-
319,SAOUHSC_00390,KEGG_orth,-
320,SAOUHSC_00391,KEGG_orth,-
321,SAOUHSC_00392,KEGG_orth,-
322,SAOUHSC_00393,KEGG_orth,-
323,SAOUHSC_00394,KEGG_orth,-
324,SAOUHSC_00395,KEGG_orth,-
325,SAOUHSC_00397,KEGG_orth,hsdM
326,SAOUHSC_00398,KEGG_orth,-
327,SAOUHSC_00399,KEGG_orth,-
328,SAOUHSC_00400,KEGG_orth,-
329,SAOUHSC_00401,KEGG_orth,-
330,SAOUHSC_00402,KEGG_orth,-
331,SAOUHSC_00404,KEGG_orth,-
332,SAOUHSC_00405,KEGG_orth,-
333,SAOUHSC_00406,KEGG_orth,-
334,SAOUHSC_00407,KEGG_orth,-
335,SAOUHSC_00408,KEGG_orth,-
336,SAOUHSC_00410,KEGG_orth,yciC
337,SAOUHSC_00412,KEGG_orth,ndhF
338,SAOUHSC_00413,KEGG_orth,ybcC
339,SAOUHSC_00414,KEGG_orth,ybcI
340,SAOUHSC_00415,KEGG_orth,-
341,SAOUHSC_00416,KEGG_orth,-
342,SAOUHSC_00417,KEGG_orth,-
343,SAOUHSC_00420,KEGG_orth,-
344,SAOUHSC_00421,KEGG_orth,mccA
345,SAOUHSC_00422,KEGG_orth,mccB
346,SAOUHSC_00423,KEGG_orth,metN1
347,SAOUHSC_00424,KEGG_orth,metI
348,SAOUHSC_00426,KEGG_orth,metQ_3
349,SAOUHSC_00427,KEGG_orth,sle1
350,SAOUHSC_00428,KEGG_orth,-
351,SAOUHSC_00429,KEGG_orth,-
352,SAOUHSC_00430,KEGG_orth,-
353,SAOUHSC_00431,KEGG_orth,yibF
354,SAOUHSC_00433,KEGG_orth,yibE
355,SAOUHSC_00434,KEGG_orth,gltC
356,SAOUHSC_00435,KEGG_orth,gltA
357,SAOUHSC_00436,KEGG_orth,gltD
358,SAOUHSC_00437,KEGG_orth,treP
359,SAOUHSC_00438,KEGG_orth,treC
360,SAOUHSC_00439,KEGG_orth,treR
361,SAOUHSC_00441,KEGG_orth,-
362,SAOUHSC_00442,KEGG_orth,dnaX
363,SAOUHSC_00444,KEGG_orth,yaaK
364,SAOUHSC_00445,KEGG_orth,recR
365,SAOUHSC_00450,KEGG_orth,yaaO
366,SAOUHSC_00451,KEGG_orth,tmk
367,SAOUHSC_00452,KEGG_orth,yaaQ
368,SAOUHSC_00454,KEGG_orth,holB
369,SAOUHSC_00455,KEGG_orth,yaaT
370,SAOUHSC_00456,KEGG_orth,yabA
371,SAOUHSC_00457,KEGG_orth,yabB
372,SAOUHSC_00458,KEGG_orth,yazA
373,SAOUHSC_00459,KEGG_orth,rsmI
374,SAOUHSC_00461,KEGG_orth,metG
375,SAOUHSC_00462,KEGG_orth,tatD
376,SAOUHSC_00463,KEGG_orth,rnmV
377,SAOUHSC_00464,KEGG_orth,ksgA
378,SAOUHSC_00465,KEGG_orth,veg
379,SAOUHSC_00466,KEGG_orth,ispE
380,SAOUHSC_00467,KEGG_orth,purR
381,SAOUHSC_00468,KEGG_orth,yabJ
382,SAOUHSC_00469,KEGG_orth,spoVG
383,SAOUHSC_00471,KEGG_orth,glmU
384,SAOUHSC_00472,KEGG_orth,prs
385,SAOUHSC_00474,KEGG_orth,ctc
386,SAOUHSC_00475,KEGG_orth,pth
387,SAOUHSC_00477,KEGG_orth,mfd
388,SAOUHSC_00479,KEGG_orth,yabM
389,SAOUHSC_00480,KEGG_orth,yabN
390,SAOUHSC_00481,KEGG_orth,yabO
391,SAOUHSC_00482,KEGG_orth,divIC
392,SAOUHSC_00483,KEGG_orth,yabR
393,SAOUHSC_00484,KEGG_orth,tilS
394,SAOUHSC_00485,KEGG_orth,hpt
395,SAOUHSC_00486,KEGG_orth,ftsH
396,SAOUHSC_00487,KEGG_orth,hslO
397,SAOUHSC_00488,KEGG_orth,cysK
398,SAOUHSC_00489,KEGG_orth,folP
399,SAOUHSC_00490,KEGG_orth,folB
400,SAOUHSC_00491,KEGG_orth,folK
401,SAOUHSC_00493,KEGG_orth,lysS
402,SAOUHSC_00497,KEGG_orth,gabR
403,SAOUHSC_00499,KEGG_orth,pdxS
404,SAOUHSC_00500,KEGG_orth,pdxT
405,SAOUHSC_00501,KEGG_orth,nupC
406,SAOUHSC_00502,KEGG_orth,ctsR
407,SAOUHSC_00503,KEGG_orth,-
408,SAOUHSC_00504,KEGG_orth,mcsB
409,SAOUHSC_00505,KEGG_orth,clpC
410,SAOUHSC_00507,KEGG_orth,radA
411,SAOUHSC_00508,KEGG_orth,yacL
412,SAOUHSC_00509,KEGG_orth,gltX
413,SAOUHSC_00510,KEGG_orth,cysE
414,SAOUHSC_00511,KEGG_orth,cysS
415,SAOUHSC_00512,KEGG_orth,mrnC
416,SAOUHSC_00513,KEGG_orth,trmH
417,SAOUHSC_00514,KEGG_orth,yacP
418,SAOUHSC_00515,KEGG_orth,sigH
419,SAOUHSC_00516,KEGG_orth,secE
420,SAOUHSC_00517,KEGG_orth,nusG
421,SAOUHSC_00518,KEGG_orth,rplK
422,SAOUHSC_00519,KEGG_orth,rplA
423,SAOUHSC_00520,KEGG_orth,rplJ
424,SAOUHSC_00521,KEGG_orth,rplL
425,SAOUHSC_00523,KEGG_orth,rsmC
426,SAOUHSC_00524,KEGG_orth,rpoB
427,SAOUHSC_00525,KEGG_orth,rpoC
428,SAOUHSC_00526,KEGG_orth,-
429,SAOUHSC_00527,KEGG_orth,rpsL
430,SAOUHSC_00528,KEGG_orth,rpsG
431,SAOUHSC_00529,KEGG_orth,fusA
432,SAOUHSC_00530,KEGG_orth,tuf
433,SAOUHSC_00531,KEGG_orth,-
434,SAOUHSC_00532,KEGG_orth,kbl
435,SAOUHSC_00533,KEGG_orth,hchA
436,SAOUHSC_00534,KEGG_orth,araB
437,SAOUHSC_00535,KEGG_orth,-
438,SAOUHSC_00536,KEGG_orth,ilvE
439,SAOUHSC_00538,KEGG_orth,-
440,SAOUHSC_00539,KEGG_orth,dck
441,SAOUHSC_00540,KEGG_orth,dgk
442,SAOUHSC_00541,KEGG_orth,tadA
443,SAOUHSC_00542,KEGG_orth,ycsE
444,SAOUHSC_00543,KEGG_orth,azo1
445,SAOUHSC_00544,KEGG_orth,sdrF
446,SAOUHSC_00545,KEGG_orth,sdrF
447,SAOUHSC_00547,KEGG_orth,tagE3
448,SAOUHSC_00548,KEGG_orth,-
449,SAOUHSC_00549,KEGG_orth,folE2
450,SAOUHSC_00550,KEGG_orth,bshB2
451,SAOUHSC_00551,KEGG_orth,-
452,SAOUHSC_00552,KEGG_orth,nagB
453,SAOUHSC_00553,KEGG_orth,hxlA
454,SAOUHSC_00554,KEGG_orth,hxlB
455,SAOUHSC_00555,KEGG_orth,-
456,SAOUHSC_00556,KEGG_orth,proP
457,SAOUHSC_00557,KEGG_orth,vraA
458,SAOUHSC_00558,KEGG_orth,vraB
459,SAOUHSC_00559,KEGG_orth,-
460,SAOUHSC_00560,KEGG_orth,-
461,SAOUHSC_00561,KEGG_orth,vraX
462,SAOUHSC_00562,KEGG_orth,pdxK
463,SAOUHSC_00564,KEGG_orth,ung
464,SAOUHSC_00565,KEGG_orth,-
465,SAOUHSC_00567,KEGG_orth,ywdK
466,SAOUHSC_00569,KEGG_orth,-
467,SAOUHSC_00571,KEGG_orth,-
468,SAOUHSC_00572,KEGG_orth,yjjP
469,SAOUHSC_00573,KEGG_orth,ywfI
470,SAOUHSC_00574,KEGG_orth,pta
471,SAOUHSC_00575,KEGG_orth,lipL
472,SAOUHSC_00577,KEGG_orth,mvk
473,SAOUHSC_00578,KEGG_orth,mvaD
474,SAOUHSC_00579,KEGG_orth,mvaK2
475,SAOUHSC_00580,KEGG_orth,ywzC
476,SAOUHSC_00581,KEGG_orth,merA
477,SAOUHSC_00582,KEGG_orth,-
478,SAOUHSC_00584,KEGG_orth,-
479,SAOUHSC_00585,KEGG_orth,-
480,SAOUHSC_00586,KEGG_orth,-
481,SAOUHSC_00587,KEGG_orth,-
482,SAOUHSC_00588,KEGG_orth,-
483,SAOUHSC_00591,KEGG_orth,-
484,SAOUHSC_00592,KEGG_orth,-
485,SAOUHSC_00596,KEGG_orth,-
486,SAOUHSC_00598,KEGG_orth,-
487,SAOUHSC_00599,KEGG_orth,-
488,SAOUHSC_00600,KEGG_orth,-
489,SAOUHSC_00602,KEGG_orth,-
490,SAOUHSC_00603,KEGG_orth,iolS
491,SAOUHSC_00604,KEGG_orth,ywqN
492,SAOUHSC_00605,KEGG_orth,-
493,SAOUHSC_00606,KEGG_orth,ywfO
494,SAOUHSC_00607,KEGG_orth,ywhD
495,SAOUHSC_00608,KEGG_orth,adhP
496,SAOUHSC_00610,KEGG_orth,ywiB
497,SAOUHSC_00611,KEGG_orth,argS
498,SAOUHSC_00612,KEGG_orth,nth2
499,SAOUHSC_00613,KEGG_orth,yvrC
500,SAOUHSC_00614,KEGG_orth,-
501,SAOUHSC_00615,KEGG_orth,-
502,SAOUHSC_00616,KEGG_orth,-
503,SAOUHSC_00617,KEGG_orth,-
504,SAOUHSC_00618,KEGG_orth,-
505,SAOUHSC_00619,KEGG_orth,pcaD
506,SAOUHSC_00620,KEGG_orth,sarA
507,SAOUHSC_00621,KEGG_orth,-
508,SAOUHSC_00622,KEGG_orth,-
509,SAOUHSC_00624,KEGG_orth,-
510,SAOUHSC_00625,KEGG_orth,mnhA2
511,SAOUHSC_00626,KEGG_orth,mnhB2
512,SAOUHSC_00627,KEGG_orth,mnhC2
513,SAOUHSC_00628,KEGG_orth,mnhD2
514,SAOUHSC_00629,KEGG_orth,mnhE2
515,SAOUHSC_00632,KEGG_orth,mnhG2
516,SAOUHSC_00633,KEGG_orth,nhaP2
517,SAOUHSC_00634,KEGG_orth,psaA
518,SAOUHSC_00636,KEGG_orth,mtsC
519,SAOUHSC_00637,KEGG_orth,-
520,SAOUHSC_00638,KEGG_orth,sirR
521,SAOUHSC_00639,KEGG_orth,-
522,SAOUHSC_00640,KEGG_orth,tagA
523,SAOUHSC_00641,KEGG_orth,tagH
524,SAOUHSC_00642,KEGG_orth,tagG
525,SAOUHSC_00643,KEGG_orth,tagB
526,SAOUHSC_00644,KEGG_orth,tagX
527,SAOUHSC_00645,KEGG_orth,tagD
528,SAOUHSC_00646,KEGG_orth,pbp4
529,SAOUHSC_00647,KEGG_orth,abcA
530,SAOUHSC_00648,KEGG_orth,nupG
531,SAOUHSC_00651,KEGG_orth,yxkD
532,SAOUHSC_00652,KEGG_orth,fhuC
533,SAOUHSC_00653,KEGG_orth,fhuB
534,SAOUHSC_00654,KEGG_orth,fhuG
535,SAOUHSC_00655,KEGG_orth,dhaK
536,SAOUHSC_00656,KEGG_orth,dhaL
537,SAOUHSC_00658,KEGG_orth,dhaM
538,SAOUHSC_00659,KEGG_orth,-
539,SAOUHSC_00660,KEGG_orth,-
540,SAOUHSC_00661,KEGG_orth,-
541,SAOUHSC_00662,KEGG_orth,-
542,SAOUHSC_00663,KEGG_orth,-
543,SAOUHSC_00664,KEGG_orth,-
544,SAOUHSC_00665,KEGG_orth,graR
545,SAOUHSC_00666,KEGG_orth,graS
546,SAOUHSC_00667,KEGG_orth,bceA
547,SAOUHSC_00668,KEGG_orth,bceB
548,SAOUHSC_00669,KEGG_orth,ykaA
549,SAOUHSC_00670,KEGG_orth,pit
550,SAOUHSC_00671,KEGG_orth,-
551,SAOUHSC_00672,KEGG_orth,ybhL
552,SAOUHSC_00673,KEGG_orth,-
553,SAOUHSC_00674,KEGG_orth,sarX
554,SAOUHSC_00675,KEGG_orth,yeeN
555,SAOUHSC_00676,KEGG_orth,-
556,SAOUHSC_00678,KEGG_orth,-
557,SAOUHSC_00679,KEGG_orth,ccpC
558,SAOUHSC_00681,KEGG_orth,-
559,SAOUHSC_00682,KEGG_orth,-
560,SAOUHSC_00683,KEGG_orth,M1-1017
561,SAOUHSC_00684,KEGG_orth,-
562,SAOUHSC_00685,KEGG_orth,-
563,SAOUHSC_00686,KEGG_orth,-
564,SAOUHSC_00687,KEGG_orth,-
565,SAOUHSC_00688,KEGG_orth,yvdD
566,SAOUHSC_00689,KEGG_orth,-
567,SAOUHSC_00690,KEGG_orth,-
568,SAOUHSC_00691,KEGG_orth,uppP
569,SAOUHSC_00692,KEGG_orth,cydD
570,SAOUHSC_00693,KEGG_orth,cydC
571,SAOUHSC_00694,KEGG_orth,mgrA
